Timestamp,Rotor Speed (RPM),Engine 1 Temperature (°C),Engine 2 Temperature (°C),Engine 1 Transmission Temperature (°C),Engine 2 Transmission Temperature (°C),FWD Transmission Vibration (G-Force),AFT Transmission Vibration (G-Force),Combining Transmission Vibration (G-Force),Driveshaft 1 Vibration (G-Force),Driveshaft 2 Vibration (G-Force),Driveshaft 3 Vibration (G-Force),Driveshaft 4 Vibration (G-Force),Driveshaft 5 Vibration (G-Force),Driveshaft 6 Vibration (G-Force),Driveshaft 7 Vibration (G-Force),Driveshaft 8 Vibration (G-Force),Driveshaft 9 Vibration (G-Force),Engine 1 Driveshaft Vibration (G-Force),Engine 2 Driveshaft Vibration (G-Force),Oil Chip Detector Status,Oil Temperature (°C),Torque (%),Fuel Flow (kg/hr),Exhaust Gas Temperature (°C),Compressor Speed (RPM),Main Gearbox Temperature (°C),Intermediate Gearbox Temperature (°C),Chip Detector Status,Outside Air Temperature (°C),Altitude (Feet),Airspeed (Knots)
1/1/2025 0:00,229.9671415,96.99677718,86.62410863,77.36876977,81.54602558,0.041524806,0.027718373,0.065703702,0.049339495,0.065308043,0.036430105,0.026436406,0.073496281,0.050234727,0.045515181,0.047131536,0.067586146,0.043203577,0.056436704,Normal,80.72632882,62.42946925,275.4835778,650.1857951,14401.60908,86.20501569,80.02886858,Metal Detected,30.52549065,5190.231534,108.8659846
1/1/2025 0:00,223.617357,94.62316841,89.27740665,81.55845996,84.87518604,0.040931718,0.037381383,0.014446381,0.039926995,0.071468254,0.043890011,0.058657008,0.012420381,0.060548773,0.045783306,0.049346882,0.050786184,0.053642697,0.034372846,Normal,77.08147624,72.24677472,294.2000637,648.1071399,13733.90879,80.8470474,83.04030445,Normal,6.949890087,4954.956466,138.1916379
1/1/2025 0:00,231.4768854,90.29815185,86.0379004,83.34557787,85.07206749,0.014087137,0.031158796,0.064294913,0.046552501,0.059973798,0.038052379,0.072215063,0.043444099,0.017779945,0.094708549,0.051285898,0.03175349,0.077195438,0.063827128,Normal,76.88644148,90.77327297,248.0513258,609.5584049,14507.99188,82.6635969,83.16611095,Normal,5.868384437,7518.950207,117.7668368
1/1/2025 0:00,240.2302986,86.76531611,88.46019235,92.55075063,86.89052138,0.043398196,0.039040084,0.045325519,0.064294635,0.011150046,0.052208361,0.065103699,0.0491668,0.031602037,0.066186218,0.068937229,0.040750017,0.049105825,0.038192766,Normal,74.85148606,69.94550479,351.2703285,629.6797378,14374.78639,88.01894535,82.1807047,Normal,25.61519786,5126.738434,113.5914767
1/1/2025 0:00,222.6584663,93.49111657,80.53192667,87.2262125,79.53256655,0.064656582,0.045716994,0.064149154,0.075557133,0.046891551,0.073943571,0.07168955,0.050318173,0.047036429,0.099613018,0.035055654,0.056857069,0.032277747,0.064991101,Normal,77.62426403,64.10196956,260.7042219,705.1296825,14755.76284,76.92915868,77.52627533,Normal,24.94313382,4620.920351,136.8358491
1/1/2025 0:00,222.6586304,91.96742693,91.06646854,79.65807372,87.3702691,0.024515358,0.06674309,0.065538634,0.061409747,0.026885849,0.034579157,0.045762209,0.053609921,0.032266699,0.040060737,0.03307306,0.086369288,0.017606203,0.04451777,Normal,74.03217668,81.51933401,243.0034364,655.9594351,14540.62354,78.27059793,77.39948383,Normal,3.065044139,5101.131785,127.4302162
1/1/2025 0:00,240.7921282,94.4759661,90.00602738,86.94414516,74.18243347,0.070969653,0.043576819,0.082158301,0.052034464,0.045947885,0.07001641,0.040667621,0.062208796,0.033688165,0.048300668,0.074732395,0.040319608,0.060260957,0.015579057,Normal,75.84713325,76.7281228,340.8940983,645.6100966,14225.33973,85.05348604,83.18161789,Normal,9.686401184,6019.955043,93.88532613
1/1/2025 0:00,232.6743473,93.17585901,85.91455684,78.81078404,82.48046179,0.059755496,0.018287486,0.077069073,0.079960235,0.069600085,0.034366559,0.035261973,0.049291851,0.043002747,0.023357485,0.040747105,0.066095749,0.054945763,0.030351675,Normal,72.25112086,53.80698632,328.7082104,695.3222555,14962.88123,89.75461059,83.24799573,Normal,31.89093131,4950.371611,110.7506454
1/1/2025 0:00,220.3052561,95.24776358,93.29622834,89.33076422,83.04690463,0.035315334,0.072801357,0.076931433,0.043743271,0.056103017,0.033047456,0.048882071,0.042638834,0.062991627,0.033808664,0.024739293,0.043438871,0.037081837,0.041391706,Normal,78.11832418,81.6234632,213.8157311,640.0941172,13389.38325,91.53517716,79.31202006,Normal,19.11667328,5684.728359,124.8294313
1/1/2025 0:00,230.4256004,87.32382394,94.68785069,83.11550139,87.5333073,0.047169407,0.033258197,0.078873406,0.070618387,0.072961817,0.066371892,0.048428184,0.041848213,0.043145644,0.088038263,0.040297401,0.052209375,0.070520283,0.07736378,Normal,75.87181409,96.28467769,342.7500817,647.714491,14467.86744,83.91447126,78.29531237,Normal,22.87161518,5396.045964,105.991648
1/1/2025 0:00,220.3658231,96.58697033,81.96220068,84.62545525,85.09052341,0.081966436,0.048825591,0.05582758,0.044238744,0.056835078,0.068438728,0.054133553,0.037769684,0.071568524,0.039559314,0.043398945,0.080307935,0.041564463,0.068022873,Normal,80.94753919,48.99464073,262.920368,674.7700714,13618.37453,90.30414343,84.66898837,Normal,3.409534575,4709.584423,150.4433218
1/1/2025 0:00,220.3427025,90.98799802,86.18637611,90.30318659,79.37774778,0.064670956,0.05893073,0.050643702,0.058620459,0.024033481,0.067028199,0.047414051,0.065750866,0.030044844,0.088385626,0.081099255,0.065285852,0.047307118,0.082477228,Normal,82.17689515,62.64293976,281.2947736,639.981605,14043.90336,85.36133955,78.56020534,Normal,21.56644525,5110.875799,121.6931815
1/1/2025 0:00,227.4196227,100.3763044,86.15428825,79.85134573,81.0600275,0.050175673,0.053992208,0.067456342,0.047728749,-0.00041694,0.023684052,0.047327445,0.03706943,0.024961555,0.025132755,0.068496524,0.025174015,0.049666717,0.083072704,Normal,77.28995835,46.51472911,309.3510054,631.3369815,14762.40685,77.34292509,82.9837289,Normal,0.804584542,6598.922114,108.6993549
1/1/2025 0:00,205.8671976,86.55406091,85.30048449,79.41152726,85.79472004,0.045246334,0.071883591,0.064641619,0.048882956,0.052976175,0.04068098,0.034466119,0.066935422,0.088526908,0.028930619,0.072950412,0.0385505,0.042980945,0.039304984,Normal,75.20527593,74.24695579,329.3312441,593.6560896,13862.90126,84.95961732,79.4526273,Normal,-4.798213656,5243.078295,103.1558453
1/1/2025 0:00,207.7508217,98.67981902,94.14737421,82.66560269,84.68373063,0.051532181,0.059580063,0.043818675,0.04245227,0.045721471,0.066459772,0.06883238,0.050379982,0.036840837,0.043175376,0.066399473,0.075124427,0.054717301,0.046230263,Normal,72.16180646,84.90386237,322.2739587,626.5875422,13788.14109,81.90545938,75.80986888,Normal,22.2682396,4013.978976,133.9129138
1/1/2025 0:00,219.3771247,90.98955392,89.03086931,89.1535154,82.68350356,0.039764729,0.032773808,0.058096468,0.076897081,0.030461085,0.050830837,0.051530361,0.039574904,0.02378176,0.048725002,0.068924873,0.052837561,0.073030303,0.041774402,Normal,77.71424941,76.0550075,297.5090835,626.3493064,15690.97249,89.5911544,86.44924856,Normal,29.3444517,4680.489573,110.2820709
1/1/2025 0:00,214.8716888,86.74290998,88.67742579,78.9226157,83.07666484,0.00790501,0.093571243,0.049298071,0.035341479,0.015987455,0.028526143,0.046511121,0.062368144,0.015158921,0.068461746,0.036238357,0.027023198,0.027150362,0.036569788,Normal,75.63085369,88.91995698,278.7678336,653.9641674,13820.35547,84.8716237,80.48025558,Normal,12.46213924,2885.75275,125.6988627
1/1/2025 0:00,228.1424733,87.58057083,79.98068818,73.67137761,87.78467199,0.090843558,0.053886669,0.032921342,0.035195355,0.035305136,0.059166359,0.035051415,0.035450922,0.071502069,0.059015408,0.046027957,0.033620951,0.059770403,0.013170106,Normal,76.61410452,83.3055029,320.6110347,634.7385434,15325.26045,78.61043447,77.15702408,Normal,9.534493181,5137.398707,102.7272096
1/1/2025 0:00,215.9197592,88.39826346,93.17709015,83.19536457,82.92922971,0.0531065,0.047053195,0.075809215,0.092419871,0.04611017,0.035703855,0.023361738,0.062763681,0.04317391,0.041673695,0.030201694,0.06406987,0.053443173,0.049705046,Normal,80.18936216,92.02147324,294.0806081,703.9504753,14413.89892,77.50142595,74.43677733,Normal,32.10848656,6312.062344,121.0529669
1/1/2025 0:00,210.876963,92.12082973,83.80370803,87.2069632,84.64763502,0.057962945,0.069278508,0.051103985,0.069556951,0.063317556,0.085890497,0.076159284,0.054254522,0.044925805,0.047333684,0.045790239,0.069888206,0.053075277,0.024288688,Normal,72.52673013,86.60210768,390.267723,623.5592767,14237.58544,84.89510021,74.83999681,Normal,13.05216631,3658.594232,110.4617115
1/1/2025 0:00,239.6564877,92.61417744,90.29966315,89.801047,93.67974635,0.048841845,0.054989019,0.090974165,0.002297726,0.053772622,0.080896829,0.061092774,0.038073506,0.046815966,0.043618742,0.0636821,0.050357106,0.067436891,0.049316562,Normal,72.22708749,70.97056931,329.3204505,685.0161672,14783.3932,72.89891264,78.50835438,Normal,14.34231276,5149.732735,115.2690838
1/1/2025 0:00,222.742237,87.13149998,91.38688469,83.14735455,79.30526945,0.035297664,0.057984564,0.017490155,0.038694825,0.082161345,0.062081949,0.017521643,0.060572696,0.070258858,0.031706925,0.052691666,0.099506276,0.050985949,0.092315416,Normal,74.29072218,75.66726456,253.8292188,655.4938239,15168.29704,82.40917355,87.70051553,Metal Detected,31.93957226,5985.431806,108.055788
1/1/2025 0:00,225.675282,89.87822704,96.80329298,83.35429357,77.59262907,0.04628151,0.09984368,0.038864425,0.013760213,0.029287919,0.077220134,0.065262846,0.060931795,0.046409403,0.032240741,0.076229616,0.066483047,0.059604585,0.039813098,Normal,77.46360345,66.31323085,276.1200024,670.1693509,13926.96603,86.15515163,77.66135249,Normal,11.46415187,6091.138633,135.3843942
1/1/2025 0:00,210.7525181,100.7113518,83.455898,89.61560294,88.13435866,0.018012105,0.044497571,0.050652777,0.030986186,0.067621178,0.051295827,0.068449623,0.073150392,0.096881076,0.070557678,0.027171684,0.045130379,0.064317293,0.05389548,Normal,76.66460172,72.69343831,302.4096089,668.6504899,14244.87511,79.71491748,85.78981933,Normal,8.459723907,6279.801172,112.6349404
1/1/2025 0:00,219.5561728,98.63771585,74.90243922,77.5210332,82.28542775,0.09554173,0.043644782,0.072747622,-0.012770293,0.050945975,0.06530875,0.052487522,0.06932294,0.052675211,0.013436701,0.060004767,0.033685879,0.039912696,0.068132968,Normal,72.31293446,75.61831672,364.9715608,594.5441117,14923.43487,89.96993578,79.47694533,Normal,23.15508224,3131.746169,117.8481421
1/1/2025 0:00,226.1092259,92.18161835,90.91924772,83.4459169,83.72704989,0.02530976,0.05233157,0.057989387,0.047260208,0.063893382,0.079554406,0.081962218,0.05982548,0.071235695,0.082347174,0.025033944,0.030502314,0.055983669,0.055605826,Normal,77.2696587,74.15092676,370.5552505,649.711183,14643.99716,90.95503275,75.27539844,Normal,7.881438456,5504.930955,118.5728658
1/1/2025 0:00,213.4900642,90.19001739,99.00255591,85.76169556,81.87537449,0.029360674,0.071430319,0.056209455,0.027161164,0.041269703,0.054909974,0.054334393,0.027448181,0.066104797,0.043140115,0.051883529,0.056708426,0.044984248,0.055849684,Normal,71.39636154,88.42253526,280.193264,643.4442966,15050.95892,79.91649524,78.10715525,Normal,13.55398462,3494.434815,144.1840518
1/1/2025 0:00,228.7569802,90.60015663,96.19473176,86.79687489,83.96079944,0.041194816,0.019869319,0.027454724,0.051198105,0.071433607,0.044896257,0.021663529,0.09897174,0.049271054,0.034549828,0.064806668,0.040224459,0.047346364,0.042751951,Normal,72.48677498,71.69831937,253.3182892,621.6755476,14757.55598,83.50977913,74.87604831,Normal,1.808413983,4001.667863,133.3546288
1/1/2025 0:00,218.9936131,93.06758986,91.04829708,82.96077323,91.39415245,0.075761514,0.010688882,0.026861172,0.017497575,0.055904495,0.015907561,0.05730338,0.021927676,0.03826058,0.064795186,0.045709949,0.083474875,0.043558772,0.04536244,Metal Detected,74.65362805,65.67913586,246.9251179,661.4906509,15404.112,89.97346576,76.57612619,Normal,16.85397088,5821.12226,131.8602114
1/1/2025 0:00,222.0830625,84.88603717,87.54181907,85.13776405,88.20851383,0.05029018,0.038257695,0.056450093,0.051658237,0.0364111,0.048337329,0.054897946,0.068985263,0.056639279,0.079704332,0.061022532,0.079326236,0.059421608,0.03079979,Normal,73.33970626,66.30388965,312.6214379,692.9135079,14589.2943,84.99346233,76.45700775,Normal,15.68097487,5158.047122,96.33170065
1/1/2025 0:00,218.9829339,88.71311731,94.03561298,75.04669059,88.44889405,0.025277284,0.017321541,0.02271788,0.041701674,0.049759519,0.066468464,0.037934063,0.058625676,0.060201975,0.072352649,0.030805353,0.062661331,0.051632894,0.0669209,Normal,77.66957847,81.55100272,415.1892155,583.1749089,14610.90557,78.02760711,72.38478453,Normal,24.68020275,5726.336074,110.1541142
1/1/2025 0:00,243.5227818,81.65707963,85.132269,82.36700635,79.33509178,0.075086767,0.041503373,0.039362445,0.080039059,0.045208883,0.068912669,0.061471177,0.026517153,0.038548279,0.060037041,0.0167262,0.026420077,0.057890881,0.015170167,Normal,75.85913545,60.96861592,326.9547052,636.6382581,14660.86069,84.28339466,86.05118428,Normal,23.57256537,4070.883395,137.8292807
1/1/2025 0:00,224.8650278,91.99611561,92.38178885,86.81403485,80.39538505,0.064620013,0.060049994,0.060018347,0.078227137,0.059783567,0.060087301,0.016646695,0.047513981,0.053326777,0.07173727,0.061140592,0.036555623,0.049649653,0.069421767,Normal,80.29668353,72.9881383,220.3043737,618.8558459,14428.75557,80.73535839,80.84406812,Normal,20.51518008,6473.60311,102.4360378
1/1/2025 0:00,214.4228907,93.2359797,92.5273508,81.07082386,73.64368536,0.060768699,0.032185023,0.030353515,0.065706912,0.026404465,0.039174018,0.069811337,0.048424942,0.0747241,0.015670048,0.084880205,0.075113551,0.01791758,0.021926032,Normal,74.2584439,88.27500245,263.6997948,651.7944457,14924.04358,90.54098948,77.25488638,Normal,18.94255693,5688.333934,121.2602032
